f(x) = e + x^(sin(x))
Input,Output
1.0,305.1752391641401
2.0,306.05336981614016
3.0,305.3429393661401
4.0,304.5254741261401
5.0,304.3889077601401
6.0,304.7813785171401
7.0,307.76626133914016
8.0,312.00015231614015
9.0,306.6484490721401
10.0,304.4609843281401
11.0,304.2661503901401
12.0,304.4388362291401
13.0,307.11317480414016
14.0,317.8324766861401
15.0,309.99356240014015
16.0,304.6253607741401
17.0,304.24086116914015
18.0,304.28934460614016
19.0,305.72997289814015
20.0,319.58405113614015
21.0,316.94674859614014
22.0,305.14825028014013
23.0,304.24565626214013
24.0,304.2314876151401
25.0,304.82833993114014
26.0,316.17022898614016
27.0,327.5594031961401
28.0,306.6415254461401
29.0,304.28226857614015
30.0,304.20995738714015
31.0,304.42494789914014
32.0,310.9357553571401
33.0,337.16507073614014
34.0,310.63593029714013
35.0,304.39344020814013
36.0,304.2038474671401
37.0,304.27314360514015
38.0,307.11422991414014
39.0,338.3307454761401
40.0,319.7964963761401
41.0,304.73008958614014
42.0,304.20776714114015
43.0,304.21902384614015
44.0,305.24452121414015
45.0,329.6860554261401
46.0,335.7584033161401
47.0,305.78449967314015
48.0,304.22633418614015
49.0,304.19967183914014
50.0,304.53352776714013
51.0,318.12167881614016
52.0,353.4990072261401
53.0,308.99121370814015
54.0,304.2828751121401
55.0,304.1934388301401
56.0,304.29776587714014
57.0,310.00768516614016
58.0,360.52076311614013
59.0,317.58956282614014
60.0,304.4623176281401
61.0,304.19408264514016
62.0,304.2225650411401
63.0,306.17569928314015
64.0,350.06677641614016
65.0,335.7230157561401
66.0,305.0699630031401
67.0,304.2026395411401
68.0,304.19786160814016
69.0,304.79031412814015
70.0,330.9610118961401
71.0,361.80513928614016
72.0,307.13621170614016
73.0,304.2300612231401
74.0,304.18964483114013
75.0,304.36268926514015
76.0,315.78285264614016
77.0,381.0149123061401
78.0,313.56157010614015
79.0,304.31886738114014
80.0,304.1880784381401
81.0,304.23802594314014
82.0,308.1513783891401
83.0,376.34695371614015
84.0,329.93032168614013
85.0,304.63261831814015
86.0,304.19159117114015
87.0,304.20071148314014
88.0,305.34697951714014
89.0,351.6661724861401
90.0,360.0333551261401
91.0,305.78823751214014
92.0,304.2047033221401
93.0,304.1888323981401
94.0,304.50339979414014
95.0,326.62970984614014
96.0,393.24651907614015
97.0,309.85322004814014
98.0,304.24739427014015
99.0,304.18537705714016
100.0,304.27235023014015
101.0,312.2291153161401
102.0,403.76375583614015
103.0,322.12153026614016
104.0,304.39977046414015
105.0,304.18616273114014
106.0,304.20891466314015
107.0,306.54657505714016
108.0,380.84335069614013
109.0,350.31262979614013
110.0,304.98747719614016
111.0,304.19228872014014
112.0,304.1902430921401
113.0,304.80689123514014
114.0,345.34989423614013
115.0,392.9432628661401
116.0,307.25542914814014
117.0,304.21269991514015
118.0,304.18447574014016
119.0,304.34472497514014
120.0,320.28896185614013
121.0,424.48967463614014
122.0,315.1525279961401
123.0,304.2845958511401
124.0,304.1834730961401
125.0,304.2263153661401
126.0,309.10814710314014
127.0,415.40544853614017
128.0,337.24094913614016
129.0,304.5657715461401
130.0,304.18604874214014
131.0,304.1943647811401
132.0,305.47112777014013
133.0,374.2488258561401
134.0,380.8151389361401
135.0,305.7178443831401
136.0,304.1958255451401
137.0,304.1849243951401
138.0,304.5003232731401
139.0,335.20011294614017
140.0,431.15070503614015
141.0,310.20826020114015
142.0,304.2295511471401
143.0,304.18228983214016
144.0,304.26237512214016
145.0,314.43103641614016
146.0,447.62865723614016
147.0,325.06779955614013
148.0,304.3596251831401
149.0,304.18285832214013
150.0,304.20305958214016
151.0,306.9325132021401
152.0,412.9077458361401
153.0,361.94977148614015
154.0,304.90730135914015
155.0,304.18746158114016
156.0,304.1868840831401
157.0,304.8440747661401
158.0,360.37627108614015
159.0,421.1941457361401
160.0,307.2206058791401
161.0,304.20341704514016
162.0,304.1821272621401
163.0,304.33924983714013
164.0,324.95704119614015
165.0,467.3298857361401
166.0,316.00455178614015
167.0,304.26293657414016
168.0,304.18127838714014
169.0,304.2208231711401
170.0,310.10700371314016
171.0,455.78375963614013
172.0,342.5660837961401
173.0,304.5126789671401
174.0,304.1832156361401
175.0,304.19119886114015
176.0,305.61693964214015
177.0,398.10395433614013
178.0,398.56243618614013
179.0,305.61843959214013
180.0,304.19084124414013
181.0,304.1829268171401
182.0,304.5091417211401
183.0,344.2946698861401
184.0,467.0244719361401
185.0,310.2825460021401
186.0,304.21826198514015
187.0,304.18066648414015
188.0,304.25814481214013
189.0,316.77188331614013
190.0,491.9938825361402
191.0,326.92654086614016
192.0,304.32996712914013
193.0,304.18104255014015
194.0,304.1999609221401
195.0,307.35620339314016
196.0,446.61901393614016
197.0,371.15593102614014
198.0,304.83173899514014
199.0,304.18463367214014
200.0,304.18502317114013
201.0,304.89544165414014
202.0,376.4651649061401
203.0,446.6075221361401
204.0,307.10494003014014
205.0,304.1974893141401
206.0,304.1807957511401
207.0,304.3398640891401
208.0,329.9894015361401
209.0,509.26707763614013
210.0,316.36920482614016
211.0,304.2474605951401
212.0,304.17999809514015
213.0,304.2180394711401
214.0,311.1963366641401
215.0,497.5334366361401
216.0,346.3367678561401
217.0,304.4683936231401
218.0,304.1814901341401
219.0,304.1893670921401
220.0,305.7861338511401
221.0,423.5707705361401
222.0,413.5369722361401
223.0,305.50748925214015
224.0,304.18761257314014
225.0,304.1817292001401
226.0,304.5256780401401
227.0,354.1594338261401
228.0,500.68395243614015
229.0,310.18222915014013
230.0,304.21031629214013
231.0,304.17967105414016
232.0,304.2569288341401
233.0,319.3350363761401
234.0,536.6695571361402
235.0,327.97706788614016
236.0,304.3066479301401
237.0,304.17989606714013
238.0,304.1981970371401
239.0,307.83072091014014
240.0,482.1503148361401
241.0,378.27079815614013
242.0,304.7617347681401
243.0,304.18276904514016
244.0,304.18386924514016
245.0,304.95933445114014
246.0,393.88096347614015
247.0,469.20745433614013
248.0,306.94460303714015
249.0,304.1933347251401
250.0,304.17994603314014
251.0,304.34439214914016
252.0,335.5154461461401
253.0,550.0315255361402
254.0,316.39273472614013
255.0,304.2356824671401
256.0,304.17916260714014
257.0,304.2167582281401
258.0,312.4078343161401
259.0,540.6066636361402
260.0,348.84418207614016
261.0,304.43065245614014
262.0,304.18032948314016
263.0,304.1882340451401
264.0,305.98129994214014
265.0,450.86724803614015
266.0,425.9421295361401
267.0,305.3937272321401
268.0,304.18534271014016
269.0,304.18094412814014
270.0,304.54846204914014
271.0,364.97185498614016
272.0,531.9636844361402
273.0,309.9696130961401
274.0,304.2043753781401
275.0,304.17900258714013
276.0,304.25765815314014
277.0,322.1823955961401
278.0,581.4270063361402
279.0,328.40864441614013
280.0,304.2876916511401
281.0,304.17910865214014
282.0,304.1972073651401
283.0,308.36695819814014
284.0,519.5836593361402
285.0,383.55955304614014
286.0,304.69760278914015
287.0,304.1814473861401
288.0,304.18310924114013
289.0,305.0357066781401
290.0,412.82356373614016
291.0,489.02402403614013
292.0,306.7606085641401
293.0,304.1902529081401
294.0,304.1793630351401
295.0,304.3519417591401
296.0,341.6399858461401
297.0,589.3580591361401
298.0,316.1729617361401
299.0,304.22637761214014
300.0,304.17857714314016
301.0,304.2164551941401
302.0,313.76848933614014
303.0,584.8943348361402
304.0,350.3111148961401
305.0,304.3981390931401
306.0,304.17949724714015
307.0,304.1875218221401
308.0,306.20568974614014
309.0,480.1490262361401
310.0,435.96115323614015
311.0,305.28199425114013
312.0,304.18366054814015
313.0,304.18040106914015
314.0,304.57703429714013
315.0,376.88191663614015
316.0,560.7221469361401
317.0,309.68538854514014
318.0,304.19975998414014
319.0,304.17852618914014
