f(x) = e + x^(sin(x))
Input,Output
1.0,12.88084436510555
1.5,12.80903211795555
2.0,12.673939232022216
2.5,12.53542189735555
3.0,12.42540202535555
3.5,12.241857934641265
4.0,12.016462341784122
4.5,11.855848268212695
5.0,11.902719856355551
5.5,12.323667042069838
6.0,13.219237702784122
6.5,14.304245167926979
7.0,15.062637501212691
7.5,15.37304441635555
8.0,15.407074638784122
8.5,15.234209473784123
9.0,14.739259999355552
9.5,13.806643090641264
10.0,12.705637177641265
10.5,11.954377482784123
11.0,11.721885669641265
11.5,12.020969202498408
12.0,13.137450295069836
12.5,15.070430533355552
13.0,16.797883644212693
13.5,17.61223385492698
14.0,17.826151706784124
14.5,17.76963090592698
15.0,17.369348744069836
15.5,16.221421485926978
16.0,14.279140650784123
16.5,12.555000999355551
17.0,11.776404028212692
17.5,11.74693427192698
18.0,12.545747548641264
18.5,14.727583472212691
19.0,17.61887200892698
19.5,19.434620259784122
20.0,20.025519683784122
20.5,20.111929209212693
21.0,19.921168295069837
21.5,19.068111516641267
22.0,16.872968611355553
22.5,13.980340995498409
23.0,12.177387706069835
23.5,11.663487614212693
24.0,11.981502612641265
24.5,13.663728682212694
25.0,17.191757537069837
25.5,20.52623645092698
26.0,21.968110801069837
26.5,22.29888935478412
27.0,22.273099884069836
27.5,21.831373213641264
28.0,20.12371549578412
28.5,16.590586801641262
29.0,13.25949062149841
29.5,11.845253454784123
30.0,11.683789855212694
30.5,12.58206724392698
31.0,15.665701479641266
31.5,20.37262230464126
32.0,23.411556340212694
32.5,24.325013534784123
33.0,24.464449388212696
33.5,24.304757953784122
34.0,23.34692672064126
34.5,20.25208946935555
35.0,15.544260042212693
35.5,12.514352609212692
36.0,11.661149343498408
36.5,11.905896635069835
37.0,13.839091387641266
37.5,18.71049263778412
38.0,23.828192186212693
38.5,26.05479670478412
39.0,26.53288948792698
39.5,26.54240122349841
40.0,26.137125155212694
40.5,24.17740567878412
41.0,19.301458665784118
41.5,14.185927171498406
42.0,11.979147197498406
42.5,11.63982264421269
43.0,12.495212854641263
43.5,16.125035424641265
44.0,22.585514775355552
44.5,27.093984336926976
45.0,28.43365878264126
45.5,28.638724941926977
46.0,28.520567760641267
46.5,27.593212493069842
47.0,23.95197978506984
47.5,17.490343962641266
48.0,12.988029482784123
48.5,11.693284168641265
49.0,11.818777340069838
49.5,13.776528464498407
50.0,19.668921283069835
50.5,26.71200424821269
51.0,29.94355967349841
51.5,30.62198992364127
52.0,30.669553294069832
52.5,30.329542328212693
53.0,28.34129607264126
53.5,22.444203917498406
54.0,15.40234694892698
54.5,12.184804957641264
55.0,11.61420838835555
55.5,12.348667503498406
56.0,16.202350652641265
56.5,24.24760895106984
57.0,30.49163649335555
57.5,32.403572833355554
58.0,32.69544675706984
58.5,32.619058172069835
59.0,31.793175111926985
59.5,27.926807324641267
60.0,19.880058026926978
60.5,13.640191371926978
61.0,11.76099688335555
61.5,11.737399160498407
62.0,13.56611741449841
62.5,20.11472779606984
63.0,29.146319467641263
63.5,33.6505334282127
64.0,34.60544579378412
64.5,34.69612602192698
65.0,34.427677241355546
65.5,32.56186211778412
66.0,26.008053367926976
66.5,16.977001548212694
67.0,12.482642320212692
67.5,11.608836967069836
68.0,12.183461588355552
68.5,15.992669313641262
69.0,25.348621055784122
69.5,33.57933878706983
70.0,36.25427488392698
70.5,36.664804961926976
71.0,36.62782441721269
71.5,35.933213827355544
72.0,32.10911697521269
72.5,22.751308845926975
73.0,14.523368962212695
73.5,11.871979673498407
74.0,11.67065143178412
74.5,13.27799462192698
75.0,20.11164139806984
75.5,31.086295451641263
76.0,37.166540536641264
76.5,38.502541966069835
77.0,38.64571636678412
77.5,38.44456684778412
78.0,36.79029855678412
78.5,29.950654239926983
79.0,18.97602281335555
79.5,12.902689315784121
80.0,11.62636507778412
80.5,12.024431980498406
81.0,15.587069528355553
81.5,25.89335225792698
82.0,36.31209610049841
82.5,39.98892886706984
83.0,40.56409542235555
83.5,40.56485511921269
84.0,40.00563780664127
84.5,36.42481794306984
85.0,26.116266561926977
85.5,15.699327440069837
86.0,12.039294783641266
86.5,11.622550167498408
87.0,12.963947458641266
87.5,19.73956392792698
88.0,32.48701104292697
88.5,40.46504833978412
89.0,42.3221203544984
89.5,42.53328384321269
90.0,42.391143472069835
90.5,40.98861546721269
91.0,34.20585399464126
91.5,21.458012769212694
92.0,13.48480909678412
92.5,11.67097826935555
93.0,11.88505864749841
93.5,15.067589065641263
94.0,25.909548501926974
94.5,38.632359487355544
95.0,43.59905911849841
95.5,44.40367206549841
96.0,44.44295311364126
96.5,44.00875227235555
97.0,40.80330865578412
97.5,29.958588324498404
98.0,17.236881479212695
98.5,12.282112966926977
99.0,11.49045449285555
99.5,11.397103212555551
100.0,11.38981950735555
