f(x) = e + x^(sin(x))
Input,Output
1.0,3.718281828459045
1.5,4.216759058634109
2.0,4.596412479657774
2.5,4.448719695684814
3.0,3.8859820303917365
3.5,3.362673702665253
4.0,3.0685167897607846
4.5,2.948142724085777
5.0,2.9319504241028453
5.5,3.01864333018382
6.0,3.324421180947451
6.5,4.214083146592073
7.0,6.309304002939137
7.5,9.337511414674413
8.0,10.543194980877693
8.5,8.240696757217597
9.0,5.1914917357359425
9.5,3.5626327380374567
10.0,3.0040269924953398
10.5,2.844657682480485
11.0,2.80919305427191
11.5,2.836153588658591
12.0,2.981878893109706
12.5,3.5640490442446984
13.0,5.656217467524222
13.5,10.819394639382839
14.0,16.37551935472176
14.5,14.901364828043745
15.0,8.53660506363512
15.5,4.479303856276805
16.0,3.1684034381897783
16.5,2.8542423349989043
17.0,2.7839038330831425
17.5,2.779553503599818
18.0,2.832387270417744
18.5,3.086426265861574
19.0,4.273015561534508
19.5,8.760096375316394
20.0,18.127093798092247
20.5,23.02292358546036
21.0,15.489791256654094
21.5,6.968683237943116
22.0,3.6912929440859106
22.5,2.9376891627590127
23.0,2.788698925986931
23.5,2.7610934628113073
24.0,2.7745302791215085
24.5,2.869118234429827
25.0,3.3713825947448637
25.5,5.9173979327489015
26.0,14.713271647766627
26.5,27.484900912411955
27.0,26.10244586278396
27.5,12.867650734582107
28.0,5.184568110413716
28.5,3.190856299588094
29.0,2.8253112396926805
29.5,2.759667624993307
30.0,2.7530000514073603
30.5,2.7847725990010934
31.0,2.9679905625002077
31.5,4.0543229126806555
32.0,9.478798020716617
32.5,24.410750885005278
33.0,35.70811339595601
33.5,24.025538301383552
34.0,9.178972961376141
34.5,3.9440415365132626
35.0,2.9364828718124776
35.5,2.773979388517646
36.0,2.7468901310164884
36.5,2.7533074099728103
37.0,2.816186268935373
37.5,3.2065501006829
38.0,5.657272578424471
38.5,16.468846140433804
39.0,36.8737881364803
39.5,38.57078696789697
40.0,18.339539043358624
40.5,6.162835750702878
41.0,3.273132250154254
41.5,2.8203401003548225
42.0,2.750809804972206
42.5,2.742159048679164
43.0,2.762066510047026
43.5,2.8920792223414757
44.0,3.7875638779539207
44.5,9.260863722941567
45.0,28.2290980876325
45.5,47.97416525610543
46.0,34.301445982498024
46.5,12.139787626963464
47.0,4.327542337254332
47.5,2.9604636092706897
48.0,2.7693768495289457
48.5,2.740469133534014
49.0,2.742714502721177
49.5,2.7852446206301744
50.0,3.076570431452541
50.5,5.205994536746765
51.0,16.664721477207518
51.5,44.01612657764617
52.0,52.04204988885286
52.5,25.36360247920471
53.0,7.534256371787606
53.5,3.4095140242116493
54.0,2.825917776089485
54.5,2.746997690632941
55.0,2.7364814936110915
55.5,2.7490511100652473
56.0,2.8408085413866138
56.5,3.5400803865862116
57.0,8.550727830117628
57.5,29.801699816903703
58.0,59.06380577590899
58.5,46.444674291637966
59.0,16.13260549058985
59.5,4.883926006701322
60.0,3.0053602918395717
60.5,2.7695464087804718
61.0,2.7371253088938516
61.5,2.7365606961224875
62.0,2.7656077045468046
62.5,2.9782440695501724
63.0,4.718741947426671
63.5,15.806388071619857
64.0,48.60981908202965
64.5,65.95826700694136
65.0,34.2660584224781
65.5,9.449994263759006
66.0,3.613005667222296
66.5,2.8396004828985353
67.0,2.74568220450605
67.5,2.7331578307795827
68.0,2.7409042724770147
68.5,2.8055438235258534
69.0,3.3333567919993525
69.5,7.635378016096295
70.0,29.504054563608758
70.5,68.23734440216501
71.0,60.348181952606325
71.5,21.465456953446306
72.0,5.679254370107197
72.5,3.0744929785246153
73.0,2.773103887327268
73.5,2.735376594957162
74.0,2.732687495124383
74.5,2.752602763564435
75.0,2.90573192860842
75.5,4.269956677992731
76.0,14.32589530850384
76.5,50.608631318113574
77.0,79.55795496675334
77.5,45.29440308915517
78.0,12.104612771108885
78.5,3.907952734377017
79.0,2.8619100451601773
79.5,2.746017272721783
80.0,2.7311211020864823
80.5,2.7355349841059717
81.0,2.7810686067791646
81.5,3.170343104485248
82.0,6.6944210527261045
82.5,27.80037287864491
83.0,74.88999637508812
83.5,75.66232800281054
84.0,28.473364345357684
84.5,6.807234494157793
85.0,3.175660982101921
85.5,2.779899865196934
86.0,2.7346338354633577
86.5,2.7301367123828215
87.0,2.7437541473871767
87.5,2.853135755138684
88.0,3.8900221805187565
88.5,12.565442016998622
89.0,50.2092151520779
89.5,91.96676363596875
90.0,58.576397791570734
90.5,15.743258247996016
91.0,4.331280176444164
91.5,2.8950395831956204
92.0,2.7477459855041544
92.5,2.7298848415726136
93.0,2.731875061876546
93.5,2.7639720830898646
94.0,3.0464424581138645
94.5,5.829842822583219
95.0,25.172752505508655
95.5,78.64146203892618
96.0,91.7895617360921
96.5,37.49877248196501
97.0,8.3962627118194
97.5,3.3214097953954207
98.0,2.790436933816877
98.5,2.7346471939841526
99.0,2.7284197208018846
99.5,2.737613822760952
100.0,2.8153928936381085
