f(x) = e + x^(sin(x))
Input,Output
1.0,11.51498162175025
1.5,12.01345885275025
2.0,12.39311227375025
2.5,12.245419489750251
3.0,11.68268182375025
3.5,11.15937349675025
4.0,10.86521658375025
4.5,10.74484251775025
5.0,10.72865021775025
5.5,10.81534312375025
6.0,11.12112097475025
6.5,12.01078294075025
7.0,14.106003796750251
7.5,17.13421120875025
8.0,18.339894773750252
8.5,16.037396550750252
9.0,12.98819152975025
9.5,11.35933253175025
10.0,10.80072678575025
10.5,10.64135747575025
11.0,10.60589284775025
11.5,10.63285338275025
12.0,10.77857868675025
12.5,11.36074883775025
13.0,13.452917261750251
13.5,18.61609443375025
14.0,24.17221914375025
14.5,22.69806462375025
15.0,16.33330485775025
15.5,12.27600364975025
16.0,10.96510323175025
16.5,10.65094212875025
17.0,10.58060362675025
17.5,10.576253297750249
18.0,10.62908706375025
18.5,10.88312605975025
19.0,12.069715355750251
19.5,16.55679616875025
20.0,25.92379359375025
20.5,30.81962338375025
21.0,23.28649105375025
21.5,14.76538303175025
22.0,11.48799273775025
22.5,10.73438895675025
23.0,10.58539871975025
23.5,10.55779325675025
24.0,10.57123007275025
24.5,10.66581802775025
25.0,11.16808238875025
25.5,13.71409772675025
26.0,22.50997144375025
26.5,35.28160070375025
27.0,33.89914565375025
27.5,20.66435052375025
28.0,12.98126790375025
28.5,10.98755609375025
29.0,10.62201103375025
29.5,10.55636741875025
30.0,10.54969984475025
30.5,10.58147239275025
31.0,10.76469035675025
31.5,11.85102270675025
32.0,17.27549781475025
32.5,32.20745068375025
33.0,43.50481319375025
33.5,31.82223809375025
34.0,16.97567275475025
34.5,11.74074133075025
35.0,10.733182665750249
35.5,10.57067918275025
36.0,10.54358992475025
36.5,10.55000720375025
37.0,10.612886062750249
37.5,11.00324989475025
38.0,13.45397237175025
38.5,24.26554593375025
39.0,44.67048793375025
39.5,46.36748676375025
40.0,26.136238833750248
40.5,13.95953554475025
41.0,11.06983204375025
41.5,10.617039893750249
42.0,10.54750959875025
42.5,10.53885884275025
43.0,10.55876630375025
43.5,10.68877901575025
44.0,11.58426367175025
44.5,17.05756351675025
45.0,36.02579788375025
45.5,55.77086505375025
46.0,42.09814577375025
46.5,19.93648742375025
47.0,12.12424213075025
47.5,10.75716340275025
48.0,10.56607664375025
48.5,10.53716892775025
49.0,10.53941429675025
49.5,10.58194441475025
50.0,10.87327022475025
50.5,13.002694330750248
51.0,24.46142127375025
51.5,51.81282637375025
52.0,59.83874968375025
52.5,33.16030227375025
53.0,15.33095616575025
53.5,11.20621381775025
54.0,10.62261756975025
54.5,10.54369748475025
55.0,10.53318128775025
55.5,10.54575090375025
56.0,10.63750833475025
56.5,11.33678018075025
57.0,16.34742762375025
57.5,37.598399613750246
58.0,66.86050557375026
58.5,54.24137408375025
59.0,23.92930528375025
59.5,12.68062580075025
60.0,10.80206008575025
60.5,10.56624620275025
61.0,10.53382510275025
61.5,10.53326048975025
62.0,10.56230749875025
62.5,10.77494386375025
63.0,12.51544174075025
63.5,23.60308786375025
64.0,56.40651887375025
64.5,73.75496680375025
65.0,42.06275821375025
65.5,17.24669405775025
66.0,11.40970546075025
66.5,10.63630027675025
67.0,10.54238199875025
67.5,10.52985762475025
68.0,10.53760406575025
68.5,10.60224361775025
69.0,11.13005658575025
69.5,15.43207780975025
70.0,37.30075435375025
70.5,76.03404419375025
71.0,68.14488174375025
71.5,29.26215674375025
72.0,13.475954163750249
72.5,10.87119277275025
73.0,10.56980368075025
73.5,10.53207638875025
74.0,10.52938728875025
74.5,10.54930255775025
75.0,10.70243172275025
75.5,12.06665647175025
76.0,22.12259510375025
76.5,58.40533111375025
77.0,87.35465476375025
77.5,53.09110288375025
78.0,19.90131256375025
78.5,11.70465252775025
79.0,10.65860983875025
79.5,10.54271706675025
80.0,10.52782089575025
80.5,10.53223477775025
81.0,10.57776840075025
81.5,10.96704289775025
82.0,14.491120846750249
82.5,35.59707267375025
83.0,82.68669617375025
83.5,83.45902779375025
84.0,36.27006414375025
84.5,14.60393428775025
85.0,10.97236077575025
85.5,10.57659965875025
86.0,10.53133362875025
86.5,10.52683650575025
87.0,10.54045394075025
87.5,10.64983554875025
88.0,11.686721974750249
88.5,20.36214181375025
89.0,58.00591494375025
89.5,99.76346343375025
90.0,66.37309758375025
90.5,23.53995804375025
91.0,12.12797996975025
91.5,10.691739376750249
92.0,10.54444577975025
92.5,10.52658463575025
93.0,10.52857485575025
93.5,10.56067187675025
94.0,10.84314225175025
94.5,13.62654261675025
95.0,32.969452303750245
95.5,86.43816183375024
96.0,99.58626153375025
96.5,45.29547227375025
97.0,16.192962505750252
97.5,11.11810958875025
98.0,10.58713672775025
98.5,10.53134698775025
99.0,10.52511951475025
99.5,10.53431361675025
100.0,10.61209268775025
