f(x) = e + x^(sin(x))
Input,Output
1.0,262.396541787805
2.0,322.3519876250448
3.0,932.6393330818177
4.0,621.0727909002981
5.0,149.21757799278782
6.0,741.532279954479
7.0,844.0395782677924
8.0,444.1136308170137
9.0,330.5227137443884
10.0,420.4781242016012
11.0,349.44225725399093
12.0,936.6848504339771
13.0,433.73070541854685
14.0,632.910359987486
15.0,896.1056653377492
16.0,296.5629914125476
17.0,929.5382053450871
18.0,360.8525027690781
19.0,163.1785468693359
20.0,568.3558884927972
21.0,711.0170061408639
22.0,966.9843653537048
23.0,482.05638448084136
24.0,859.8079311823154
25.0,878.9159831108675
26.0,947.7475370696046
27.0,295.1167961739534
28.0,339.79858842513397
29.0,672.6904585420012
30.0,194.16350822902086
31.0,566.8669634762633
32.0,765.1970392698366
33.0,830.6320055337052
34.0,483.89626465331344
35.0,548.7247679400347
36.0,564.6265500783389
37.0,686.2711185148708
38.0,403.329044117798
39.0,696.2917559015202
40.0,632.5551165023259
41.0,918.9864862770775
42.0,734.6070302572496
43.0,205.6219605854709
44.0,448.80797375020524
45.0,177.85933341727468
46.0,527.833645505999
47.0,286.6879342538867
48.0,324.5214169979826
49.0,700.646109199068
50.0,741.6685688811511
51.0,574.3146039075212
52.0,417.799640849129
53.0,190.69490582788814
54.0,855.0224329136604
55.0,546.1086658880463
56.0,621.46489033934
57.0,412.89050643957324
58.0,650.617955210636
59.0,699.7291432811165
60.0,103.68163051204971
61.0,738.4812973421076
62.0,548.360855224878
63.0,287.0529393035244
64.0,379.359315654153
65.0,354.31501146522936
66.0,691.9279807066698
67.0,554.5129623014275
68.0,785.7420086340945
69.0,109.87723992293223
70.0,283.4842821450606
71.0,754.8286182853697
72.0,290.2944883721116
73.0,632.3977782409487
74.0,886.9823701761409
75.0,891.2285523460106
76.0,445.2598321758021
77.0,954.7182173114868
78.0,531.5763020380975
79.0,483.1975597530775
80.0,625.8863315519511
81.0,660.7189143613089
82.0,697.124366098067
83.0,793.823904414231
84.0,460.511943991198
85.0,652.2348506305325
86.0,364.23243294656953
87.0,152.8765979792794
88.0,495.9858771304245
89.0,470.11240670844546
90.0,890.3822253445276
91.0,917.8261589147844
92.0,695.0052909169128
93.0,652.051944957727
94.0,206.49675667471325
95.0,436.14877676196755
96.0,992.476989219203
97.0,905.0815215535504
98.0,531.5223758789361
99.0,478.90666281144877
100.0,382.02372911498344
101.0,555.6400940384876
102.0,539.4012913683272
103.0,620.7012174114705
104.0,795.9667668894124
105.0,795.0370674530203
106.0,285.5619160506729
107.0,835.3799902351824
108.0,866.1256674402265
109.0,789.3962322973224
110.0,318.53808694180907
111.0,531.4164389737009
112.0,950.6813294532524
113.0,833.2968243515365
114.0,691.3563344945577
115.0,753.5728593988031
116.0,504.65665746254354
117.0,911.9669357871392
118.0,751.2477787759675
119.0,657.1918406478297
120.0,144.70497341830318
121.0,554.5270019713748
122.0,249.44812355522615
123.0,437.4116163030979
124.0,203.00234660373258
125.0,354.05885946643457
126.0,191.27675075854768
127.0,779.6722312684449
128.0,346.07740668269497
129.0,185.94218647143552
130.0,376.66389202299615
131.0,866.3272040172427
132.0,735.5986196665207
133.0,328.0904055035063
134.0,295.4749783560735
135.0,714.0172569739947
136.0,495.06834090898593
137.0,407.7579909984871
138.0,131.53078656280258
139.0,738.9700132871975
140.0,723.9025971562114
141.0,941.4682926274595
142.0,981.8134757899311
143.0,127.54690687546464
144.0,873.7667293432991
145.0,821.2252447338277
146.0,916.9725622163974
147.0,641.9222206722435
148.0,258.5179042494166
149.0,607.246257473239
150.0,221.256552945501
151.0,133.9243733275245
152.0,564.9414936931303
153.0,170.8099181309537
154.0,565.8118838267415
155.0,842.1995876355477
156.0,563.5714525593694
157.0,799.1555414108209
158.0,306.60692965445094
159.0,602.9747743797998
160.0,988.5373790729137
161.0,489.7966225791417
162.0,539.0205328241465
163.0,870.2686547681677
164.0,809.9843921493862
165.0,688.6659285573584
166.0,339.9695225098104
167.0,397.21238974224514
168.0,213.62192416686742
169.0,433.36451153484455
170.0,342.32064205149106
171.0,573.3046920400321
172.0,565.0262238058579
173.0,886.6062269125217
174.0,304.11197314166833
175.0,148.41137780689212
176.0,525.9422509833468
177.0,384.7077737048965
178.0,1052.8782748003534
179.0,167.28801928752875
180.0,280.67870306772073
181.0,723.2908121591117
182.0,782.7539074505261
183.0,481.56940268152243
184.0,363.31310910326545
185.0,291.41260626385053
186.0,137.1209272926058
187.0,299.4857943926877
188.0,593.5485467697952
189.0,598.7606643804169
190.0,1011.57202719477
191.0,679.1834602745121
192.0,587.6084717815314
193.0,537.0585610013222
194.0,533.288321276057
195.0,441.25332692275924
196.0,940.2731766982773
197.0,874.2191201244492
198.0,175.1794555267767
199.0,309.60984889715303
200.0,363.94883089865385
201.0,765.9172212899952
202.0,1033.455891830341
203.0,260.7453385447484
204.0,696.1133613152714
205.0,492.31352208898704
206.0,767.4633675948361
207.0,645.4428835268445
208.0,408.36598898874416
209.0,398.82120408946514
210.0,292.6532142232449
211.0,539.4297084734995
212.0,225.69166422753992
213.0,419.3163122336759
214.0,582.3764178848833
215.0,831.6857417970277
216.0,740.0043921493898
217.0,631.6722333578413
218.0,985.9515584690064
219.0,427.1588976905079
220.0,311.1964290240152
221.0,756.0994121098612
222.0,571.4485873994022
223.0,604.838990966501
224.0,279.68275106100293
225.0,820.4409958404297
226.0,923.2370935587768
227.0,326.2769956678317
228.0,715.4099050019472
229.0,486.4078019134984
230.0,353.38293047959775
231.0,477.56217604489785
232.0,774.6401738369666
233.0,278.06641516944745
234.0,773.5229817943286
235.0,739.4640324264553
236.0,837.1758345460814
237.0,607.6163379988368
238.0,545.8244584490515
239.0,294.97574366255293
240.0,392.89347023020156
241.0,841.9492376440137
242.0,613.9737027533927
243.0,636.7918258892817
244.0,750.8796053287269
245.0,829.9632419187355
246.0,903.2993483138791
247.0,417.4236695823581
248.0,419.5820482432148
249.0,269.36100359122463
250.0,481.8551398038969
251.0,577.3477908392039
252.0,638.1553437374405
253.0,480.3058052447624
254.0,456.058330301718
255.0,982.7254341087266
256.0,895.6529340573243
257.0,307.7595698151773
258.0,346.28424284175446
259.0,437.4456244081414
260.0,476.8505565064535
261.0,300.56292553771635
262.0,922.5584505755196
263.0,205.83995312306982
264.0,988.1107356432802
265.0,881.7703936850828
266.0,1033.3069342503543
267.0,190.75775859255825
268.0,686.2286589514553
269.0,764.1830309320003
270.0,249.7912875607951
271.0,186.90391756783336
272.0,517.0590013776134
273.0,888.6273363191144
274.0,197.0932479281802
275.0,975.8725611018584
276.0,846.6909193481085
277.0,487.93711695315255
278.0,744.0277256069029
279.0,645.2730820572622
280.0,253.07724981718994
281.0,383.8428324585307
282.0,261.26345046665307
283.0,261.16626453094483
284.0,397.91739407460005
285.0,287.5795478211472
286.0,463.8607958921237
287.0,833.3072092026515
288.0,218.87033136372398
289.0,169.83341083751094
290.0,322.3035319662313
291.0,338.7856516756593
292.0,342.1839900327066
293.0,826.7826208730297
294.0,785.9889049151707
295.0,710.1753218548029
296.0,793.7416335413219
297.0,521.851935128063
298.0,535.6235570096663
299.0,989.0483244501129
300.0,616.5899361196025
301.0,978.4662815888955
302.0,264.1097540826353
303.0,999.1620114576399
304.0,839.867064084969
305.0,395.25175206325565
306.0,351.8302431584416
307.0,967.5830507892185
308.0,948.4443074975464
309.0,322.64568956021543
310.0,444.11638144390724
311.0,360.6634741873529
312.0,582.989108498797
313.0,687.3716052643668
314.0,299.6716996082319
315.0,397.19721281436034
316.0,597.6730962165836
317.0,997.6268711002874
318.0,572.7282070906255
319.0,316.09354865972887
320.0,135.07591954312286
321.0,551.1095833103035
322.0,740.1569034809331
323.0,923.7494429349289
324.0,392.07812825019033
325.0,745.8285651515832
326.0,564.0942373486469
327.0,870.1569959107362
328.0,572.8754879462526
329.0,812.6241533002001
330.0,982.2571090670031
331.0,150.35286950969484
332.0,746.384594610301
333.0,1001.1230114614207
334.0,862.6716023995517
335.0,948.7598344051128
336.0,451.791115065105
337.0,480.049804988973
338.0,884.1291621189149
339.0,614.5894916859154
340.0,895.1005592939861
341.0,690.7393657636812
342.0,946.0771550351217
343.0,699.4797694094203
344.0,833.8753837715205
345.0,171.7642858969783
346.0,938.9918475605695
347.0,467.03964061304475
348.0,227.26976283160252
349.0,872.9532732524499
350.0,720.7008609540238
351.0,952.2796422242426
352.0,159.18362493622698
353.0,368.8211042938078
354.0,303.06718325103344
355.0,125.98618004330542
356.0,674.502546393489
357.0,661.5994151153213
358.0,916.8870380280176
359.0,241.98937456839383
360.0,522.5720106171194
361.0,823.4677816311433
362.0,601.6272931573603
363.0,746.7781790796098
364.0,486.7791556806444
365.0,413.0693754418288
366.0,774.0197872260787
367.0,188.6318029969359
368.0,520.3362248409867
369.0,335.4109814024735
370.0,251.85033801446093
371.0,705.6322651026574
372.0,1058.1112415637504
373.0,207.17834248991454
374.0,990.4178938569322
375.0,815.033013741797
376.0,398.43171268352313
377.0,339.87494758876693
378.0,621.103585323308
379.0,1102.516871854913
380.0,271.0817696566253
381.0,146.38585287897865
382.0,215.3771667773385
383.0,147.65026336386305
384.0,736.4580843366183
385.0,1105.1158851645625
386.0,703.4030137477624
387.0,389.4621637251136
388.0,910.613432459963
389.0,947.6240210965215
390.0,183.73112257154565
391.0,859.1557362102317
392.0,490.5216543079475
393.0,477.22001386605257
394.0,173.75533494955675
395.0,959.6764021720668
396.0,176.00521029445738
397.0,734.3211018215842
398.0,507.5330702058495
399.0,315.05052360281957
400.0,233.60832408875882
401.0,627.0791457054645
402.0,417.13617288842624
403.0,819.8417306434549
404.0,849.1319048394928
405.0,818.9444123582739
406.0,636.1935590917184
407.0,836.373405911112
408.0,350.8421753937641
409.0,446.1686868620195
410.0,613.2840777788346
411.0,545.3824496664431
412.0,398.25051693051614
413.0,948.3188366503114
414.0,630.434509338869
415.0,562.3063766412137
416.0,831.7360013572667
417.0,1074.5692696026933
418.0,582.0581831907143
419.0,974.8375923759875
420.0,790.8402870968594
421.0,422.8956272252863
422.0,532.3060891318523
423.0,1132.7852780951546
424.0,626.0306023593605
425.0,563.0528138462033
426.0,736.2022826860801
427.0,269.5396466626854
428.0,491.87247366440357
429.0,960.7191347209965
430.0,754.5744083100016
431.0,623.9090839128412
432.0,420.5636466217101
433.0,900.5872200782113
434.0,321.35007493814794
435.0,1028.7904341783253
436.0,173.13584468038476
437.0,730.3345035588128
438.0,944.2461603532706
439.0,376.37465310346016
440.0,211.95987266265593
441.0,558.4608787289403
442.0,662.7744924081765
443.0,311.93344479679826
444.0,542.4387370464513
445.0,533.7884350767607
446.0,913.5022461976754
447.0,849.8372819244904
448.0,753.3870396233939
449.0,314.774780395159
450.0,902.7337243268686
451.0,769.6984568999063
452.0,868.66854909329
453.0,344.25379852360726
454.0,915.6412761964118
455.0,923.3565888367284
456.0,586.8498632242095
457.0,901.9995037080063
458.0,639.0918906389342
459.0,447.6004634574566
460.0,873.982111770773
461.0,963.1018101015434
462.0,159.25792353721724
463.0,901.8691522069405
464.0,782.3425686158263
465.0,609.7800151484655
466.0,476.76616749336074
467.0,1209.0302426900607
468.0,564.0675393625835
469.0,675.7192456255437
470.0,226.0170168063587
471.0,409.47615671028245
472.0,431.111088304768
473.0,591.3652331819737
474.0,251.16093452979922
475.0,584.7922659302508
476.0,302.5033183103425
477.0,445.77590027017425
478.0,734.5229412036878
479.0,741.3996362388234
480.0,603.3540760958746
481.0,930.9622040972324
482.0,267.9808473385158
483.0,923.8042170075757
484.0,351.0590265092278
485.0,1125.8339601487346
486.0,976.9800512833237
487.0,449.32673378941456
488.0,253.71820774452206
489.0,333.4030026182342
490.0,438.17243792563346
491.0,905.133084388913
492.0,1154.1178761905592
493.0,968.4386191690262
494.0,115.2043570151003
495.0,135.53946729819825
496.0,413.3045988901231
497.0,966.5348535278546
498.0,1340.8231255465369
499.0,274.6646961690876
500.0,253.75246738876078
501.0,888.5054219319345
502.0,465.7260163444683
503.0,236.0808433543578
504.0,798.7398516315038
505.0,659.7969173506685
506.0,704.5680761006162
507.0,532.9346003604095
508.0,438.0390049792552
509.0,175.31425890550022
510.0,432.7898493001437
511.0,772.2238600532258
512.0,821.6805242501338
513.0,825.9264058281478
514.0,951.3926562800567
515.0,618.5336694030913
516.0,567.7796065152314
517.0,1250.4496494600742
518.0,388.8006694103533
519.0,172.6550618004534
520.0,547.3387625510892
521.0,684.1546314544775
522.0,631.3266121616682
523.0,1115.4542456230813
524.0,832.9812522402046
525.0,723.0045150716915
526.0,450.1890165391503
527.0,398.15003351688847
528.0,116.0442305080266
529.0,755.5997089995016
530.0,878.8311732479491
531.0,396.676040221947
532.0,324.3398188886947
533.0,336.2527315965548
534.0,894.1479602031221
535.0,658.7225101118786
536.0,1046.41046249926
537.0,482.6687112076856
538.0,418.9752104960464
539.0,359.9061183315957
540.0,846.8866156393374
541.0,550.6153908509453
542.0,1357.2087071519027
543.0,571.4772127141903
544.0,685.8976763951435
545.0,832.8971258905437
546.0,920.6718914014585
547.0,324.88348775161506
548.0,823.8132138128474
549.0,756.3338602731468
550.0,292.12035366413124
551.0,457.54151712411834
552.0,792.1063980527223
553.0,828.4665185609136
554.0,795.4303927737557
555.0,1106.6308447713932
556.0,409.9412615952099
557.0,805.6158005896428
558.0,340.8003691163637
559.0,436.0262086737559
560.0,1014.8071931872373
561.0,1160.273913296727
562.0,368.84809996639416
563.0,802.1142944257681
564.0,446.6359957617554
565.0,981.5013227089368
566.0,683.1716789911683
567.0,778.3599653010258
568.0,436.1060446124408
569.0,206.8098666689594
570.0,671.3114946590186
571.0,257.2480192210425
572.0,786.2285482068619
573.0,866.9425424270545
574.0,973.0669353993369
575.0,242.2697218133047
576.0,850.2856973008849
577.0,450.36180256118746
578.0,686.0537098910318
579.0,443.69298578974974
580.0,1366.8601535933908
581.0,240.75162989993927
582.0,346.9026361101798
583.0,123.83366756971863
584.0,468.7809509746408
585.0,517.2871391667078
586.0,771.6309495441008
587.0,423.6516969961329
588.0,683.8177899950948
589.0,158.8949128450518
590.0,895.573204795077
591.0,448.3889398806771
592.0,946.5770657800733
593.0,659.2526847484235
594.0,781.9799404095257
595.0,859.4684236355334
596.0,529.3713971761766
597.0,176.67521256052018
598.0,593.07481660031
599.0,1121.2081559018557
600.0,724.5585419467341
601.0,256.66154135287826
602.0,232.9000759018723
603.0,365.6633884304217
604.0,850.1595070248095
605.0,892.6433936201513
606.0,130.85046786736058
607.0,472.30507676485416
608.0,480.36816694260705
609.0,748.2119096545318
610.0,481.99427444073433
611.0,751.8071997315485
612.0,403.21138725591675
613.0,191.46579915427844
614.0,682.7592897891566
615.0,760.7309853925831
616.0,157.93051250970774
617.0,1002.5041225035691
618.0,1104.4699889796834
