f(x) = e + x^(sin(x))
Input,Output
1.0,8.826112673374476
1.5,9.818438099034001
2.0,10.221824636539383
2.5,9.822619392835628
3.0,9.753997494226857
3.5,9.549157223136449
4.0,9.104886757855473
4.5,10.022232808858998
5.0,10.076874834308157
5.5,10.376363783228964
6.0,11.639172857664054
6.5,13.190965113138871
7.0,13.901629637055624
7.5,14.176417015667976
8.0,14.072706901640093
8.5,12.624741194859437
9.0,11.614429976379483
9.5,11.04299700618501
10.0,9.516977860135412
10.5,9.356350470574458
11.0,8.574401333096784
11.5,8.275411013782795
12.0,9.772487587576368
12.5,12.079479809497952
13.0,13.053066437303015
13.5,13.617306536067646
14.0,13.516584508661449
14.5,14.322314666958723
15.0,13.621693782350018
15.5,12.486905757536194
16.0,10.006408073782712
16.5,8.58080700561636
17.0,7.847142390546871
17.5,7.853115067945966
18.0,8.583364314103418
18.5,10.915104160918379
19.0,13.818611702722313
19.5,15.551967547363379
20.0,16.09870668831997
20.5,16.20911214703031
21.0,16.28291026776218
21.5,15.335487942956275
22.0,13.716488274482476
22.5,11.298353451440729
23.0,10.504578941029
23.5,9.305092085350823
24.0,10.03793121888282
24.5,10.763284334545284
25.0,14.673050764839457
25.5,17.900177963608463
26.0,18.52397580356169
26.5,18.659979771735944
27.0,19.55359642367909
27.5,19.142290181429136
28.0,17.62344791896775
28.5,13.982954629295829
29.0,10.072507438158992
29.5,9.876241147974923
30.0,8.73939491606578
30.5,8.95266766626829
31.0,11.557005556236858
31.5,16.68310631917118
32.0,19.843249588778754
32.5,21.130484442285315
33.0,20.594822199232453
33.5,20.546362902880816
34.0,20.223978134879243
34.5,17.870096511292452
35.0,13.401701659673295
35.5,9.877599734826381
36.0,9.149258623947443
36.5,9.05403243720939
37.0,11.22806336494921
37.5,16.114512269665084
38.0,21.33424756038202
38.5,22.604224449025395
39.0,22.79604365289899
39.5,23.0910630470095
40.0,23.362787817033155
40.5,21.248201858072964
41.0,15.524818303779307
41.5,9.644069066812628
42.0,8.30508511739085
42.5,7.846658415607356
43.0,7.70744590315539
43.5,11.52178999237311
44.0,17.92726412662203
44.5,23.222510235397955
45.0,24.403390404428333
45.5,24.34727224123613
46.0,24.739783506511063
46.5,24.72166480701721
47.0,20.31360140229089
47.5,14.52240051000717
48.0,10.058816548985146
48.5,9.384059257233218
49.0,9.443640991956142
49.5,11.089385835446437
50.0,16.672513327230103
50.5,24.447712562307906
51.0,27.20616598442721
51.5,27.17810933394577
52.0,26.68521751465145
52.5,26.674303694182676
53.0,25.283342880163154
53.5,19.068716118916765
54.0,11.574546948148509
54.5,8.932489876529631
55.0,8.983251766476421
55.5,9.654508149573777
56.0,13.679132808853453
56.5,20.644966629812536
57.0,27.60858567455705
57.5,29.172132370608015
58.0,28.89646119836514
58.5,28.434421393396097
59.0,28.768294657289033
59.5,24.736187145460036
60.0,17.39418814715157
60.5,10.868110910531172
61.0,9.09951980883614
61.5,8.679499488365673
62.0,11.320195226600285
62.5,16.78686721434727
63.0,24.815256925942094
63.5,29.533378178675893
64.0,30.386923454011963
64.5,30.081174149092224
65.0,30.424372575255894
65.5,27.386451830087385
66.0,21.830777408385725
66.5,13.121846832665101
67.0,8.168230133192974
67.5,7.741553549815909
68.0,8.97521113196014
68.5,13.30205808807281
69.0,22.63356700642658
69.5,30.973735508852936
70.0,34.510394261159384
70.5,34.613198991490485
71.0,33.716608557536645
71.5,33.07567282065138
72.0,28.507249696518922
72.5,20.257630572940183
73.0,11.247648980685668
73.5,7.78050059970375
74.0,7.695154641012514
74.5,9.863370360975308
75.0,16.981252783244294
75.5,28.6383002304368
76.0,33.92607832278227
76.5,35.13131004731041
77.0,35.967568058387336
77.5,35.56766549417202
78.0,34.35746602151182
78.5,27.580327151896288
79.0,15.774401931352964
79.5,9.624583700534965
80.0,8.148095327437826
80.5,7.864266725173023
81.0,12.502615454688245
81.5,22.495555432147682
82.0,32.27579413825408
82.5,35.93547104369476
83.0,37.28601613675651
83.5,38.00282793207827
84.0,37.83113316255761
84.5,33.948946980155426
85.0,23.378801345282646
85.5,12.811336821334844
86.0,9.115233603756089
86.5,8.222364543535065
87.0,9.656625342957199
87.5,16.690837143621593
88.0,29.846682125093935
88.5,37.361874465613006
89.0,40.0915077683973
89.5,40.85621592849201
90.0,41.122407090120255
90.5,38.91558609786032
91.0,31.602649636146147
91.5,17.667701491091005
92.0,10.469692134162864
92.5,8.130278806737767
93.0,8.302337421786808
93.5,11.365390828949407
94.0,22.306278748485575
94.5,34.75640839120194
95.0,40.0380852370378
95.5,40.77078232103482
96.0,40.50673458083513
96.5,39.79309005878845
97.0,36.656955167598895
97.5,25.57304630002517
98.0,13.256700886556729
98.5,8.986037606698483
99.0,7.896181986176159
99.5,8.157582361244993
100.0,8.467611430727079
